# Time (s), Longitude (deg), Latitude (deg), Altitude (m), Ground Speed N (m/s), Ground Speed E (m/s), Ground Speed D (m/s), Yaw (deg), Pitch (deg), Roll (deg)
23713.216,136.2502869,35.2911747,120.034,-8.2,-4.98,0.15,80.77,3.88,0.21
23713.226,136.2502869,35.2911747,120.034,-8.2,-4.98,0.15,80.78,3.9,0.21
23713.236,136.2502869,35.2911747,120.034,-8.2,-4.98,0.15,80.79,3.92,0.2
23713.246,136.2502869,35.2911747,120.034,-8.2,-4.98,0.15,80.79,3.95,0.2
23713.256,136.2502869,35.2911747,120.034,-8.2,-4.98,0.15,80.8,3.97,0.21
23713.266,136.2502869,35.2911747,120.034,-8.2,-4.98,0.15,80.81,4,0.21
23713.276,136.2502869,35.2911747,120.034,-8.2,-4.98,0.15,80.81,4.04,0.21
23713.287,136.2502758,35.2911599,119.966,-8.2,-4.98,0.15,80.82,4.07,0.21
23713.297,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.82,4.09,0.2
23713.307,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.83,4.12,0.2
23713.317,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.83,4.14,0.19
23713.327,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.84,4.16,0.18
23713.337,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.85,4.18,0.18
23713.347,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.85,4.2,0.18
23713.358,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.86,4.23,0.18
23713.366,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.86,4.26,0.19
23713.376,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.87,4.28,0.19
23713.386,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.88,4.31,0.18
23713.396,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.88,4.34,0.18
23713.406,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.89,4.37,0.17
23713.416,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.89,4.4,0.17
23713.426,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.89,4.43,0.17
23713.436,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.9,4.46,0.17
23713.446,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.9,4.5,0.18
23713.456,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.91,4.54,0.19
23713.466,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.91,4.59,0.19
23713.477,136.2502758,35.2911599,119.966,-8.19,-4.99,0.17,80.91,4.65,0.2
23713.489,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.92,4.7,0.2
23713.497,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.92,4.75,0.2
23713.507,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.92,4.81,0.19
23713.519,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.93,4.86,0.19
23713.527,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.93,4.93,0.19
23713.537,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.94,5,0.18
23713.547,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.94,5.04,0.18
23713.557,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.95,5.09,0.18
23713.566,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.95,5.14,0.17
23713.576,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.96,5.2,0.17
23713.586,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.96,5.25,0.16
23713.597,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.96,5.3,0.15
23713.606,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.97,5.35,0.15
23713.616,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.97,5.4,0.15
23713.626,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.98,5.45,0.15
23713.636,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.98,5.5,0.16
23713.646,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.99,5.54,0.16
23713.656,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,80.99,5.58,0.16
23713.666,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,81,5.62,0.16
23713.676,136.2502648,35.291145,119.896,-8.18,-4.98,0.19,81,5.66,0.15
23713.687,136.2502537,35.2911303,119.824,-8.18,-4.98,0.19,81.01,5.72,0.15
23713.697,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.01,5.77,0.15
23713.707,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.02,5.82,0.17
23713.717,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.02,5.88,0.18
23713.727,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.03,5.93,0.2
23713.739,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.03,5.97,0.21
23713.747,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.04,6.01,0.22
23713.757,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.04,6.04,0.21
23713.768,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.05,6.07,0.21
23713.776,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.05,6.1,0.2
23713.786,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.06,6.13,0.19
23713.796,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.06,6.16,0.19
23713.806,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.07,6.2,0.18
23713.816,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.07,6.23,0.17
23713.826,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.07,6.27,0.16
23713.836,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.08,6.3,0.15
23713.846,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.08,6.33,0.14
23713.856,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.08,6.35,0.13
23713.866,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.09,6.39,0.13
23713.876,136.2502537,35.2911303,119.824,-8.17,-5.03,0.19,81.09,6.42,0.14
23713.887,136.2502428,35.2911154,119.733,-8.24,-4.9,0.19,81.1,6.47,0.14
23713.897,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.11,6.52,0.14
23713.909,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.11,6.59,0.14
23713.917,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.12,6.65,0.13
23713.927,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.12,6.71,0.12
23713.939,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.13,6.76,0.1
23713.947,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.13,6.79,0.08
23713.957,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.14,6.82,0.07
23713.966,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.14,6.85,0.08
23713.976,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.15,6.89,0.09
23713.986,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.15,6.95,0.11
23713.996,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.16,7.02,0.11
23714.006,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.16,7.08,0.11
23714.016,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.17,7.13,0.11
23714.026,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.17,7.16,0.1
23714.036,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.18,7.19,0.1
23714.046,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.18,7.22,0.1
23714.056,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.19,7.26,0.12
23714.066,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.19,7.3,0.13
23714.076,136.2502428,35.2911154,119.733,-8.24,-4.9,0.17,81.2,7.35,0.15
23714.088,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.2,7.4,0.16
23714.099,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.21,7.46,0.16
23714.107,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.21,7.5,0.15
23714.117,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.21,7.54,0.14
23714.127,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.22,7.59,0.13
23714.137,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.22,7.64,0.13
23714.147,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.22,7.7,0.13
23714.159,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.23,7.75,0.13
23714.166,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.23,7.8,0.12
23714.176,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.23,7.85,0.12
23714.186,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.23,7.89,0.11
23714.196,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.23,7.94,0.11
23714.206,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.24,8,0.11
23714.216,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.24,8.06,0.12
23714.226,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.24,8.14,0.13
23714.236,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.24,8.23,0.12
23714.246,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.25,8.32,0.11
23714.256,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.25,8.4,0.08
23714.266,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.25,8.46,0.03
23714.276,136.2502319,35.2911006,119.689,-8.2,-4.9,0.13,81.25,8.47,-0.03
23714.287,136.250221,35.2910858,119.642,-8.25,-4.91,0.13,81.25,8.44,-0.11
23714.297,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.25,8.39,-0.17
23714.307,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.25,8.34,-0.23
23714.317,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.25,8.32,-0.24
23714.329,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.25,8.33,-0.23
23714.337,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.26,8.35,-0.18
23714.347,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.26,8.37,-0.12
23714.358,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.27,8.4,-0.05
23714.366,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.27,8.42,0
23714.376,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.27,8.45,0.02
23714.386,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.28,8.49,0.05
23714.396,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.28,8.56,0.06
23714.406,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.29,8.66,0.07
23714.416,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.3,8.78,0.09
23714.426,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.3,8.9,0.1
23714.436,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.3,9.03,0.12
23714.446,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.3,9.15,0.13
23714.456,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.3,9.27,0.15
23714.466,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.3,9.35,0.16
23714.476,136.250221,35.2910858,119.642,-8.25,-4.91,0.11,81.29,9.39,0.16
23714.487,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.28,9.43,0.13
23714.499,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.28,9.47,0.09
23714.507,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.28,9.51,0.05
23714.517,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.28,9.54,0.03
23714.529,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.29,9.57,0.06
23714.539,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.29,9.6,0.09
23714.547,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.31,9.63,0.13
23714.559,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.31,9.63,0.15
23714.567,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.32,9.62,0.15
23714.577,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.33,9.6,0.13
23714.586,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.34,9.56,0.1
23714.597,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.34,9.51,0.06
23714.606,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.35,9.47,0.03
23714.616,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.35,9.46,0
23714.626,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.36,9.52,0
23714.636,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.36,9.63,0.01
23714.646,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.36,9.75,0.03
23714.656,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.36,9.86,0.05
23714.666,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.36,9.97,0.06
23714.676,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.36,10.06,0.09
23714.687,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.36,10.15,0.12
23714.699,136.2502102,35.2910709,119.621,-8.26,-4.91,0.11,81.37,10.23,0.14
23714.707,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.37,10.31,0.16
23714.717,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.38,10.4,0.18
23714.727,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.39,10.5,0.21
23714.737,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.4,10.58,0.24
23714.747,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.41,10.64,0.24
23714.757,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.42,10.66,0.22
23714.769,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.43,10.64,0.21
23714.777,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.44,10.58,0.2
23714.787,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.45,10.52,0.19
23714.799,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.45,10.46,0.18
23714.807,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.46,10.44,0.18
23714.816,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.46,10.4,0.17
23714.826,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.47,10.34,0.16
23714.836,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.48,10.31,0.16
23714.846,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.48,10.31,0.11
23714.856,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.48,10.32,0.08
23714.866,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.49,10.34,0.05
23714.876,136.2501995,35.291056,119.613,-8.28,-4.86,0.08,81.5,10.39,0.03
23714.887,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.51,10.47,0.03
23714.897,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.52,10.56,0.03
23714.907,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.53,10.67,0.03
23714.919,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.54,10.81,0.03
23714.927,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.55,10.98,0.03
23714.937,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.56,11.13,0.03
23714.949,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.58,11.26,0.03
23714.956,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.59,11.35,0.03
23714.966,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.61,11.38,0.06
23714.976,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.63,11.39,0.1
23714.986,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.64,11.41,0.13
23714.996,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.66,11.42,0.15
23715.006,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.67,11.42,0.16
23715.016,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.68,11.4,0.16
23715.026,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.69,11.36,0.17
23715.036,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.71,11.33,0.15
23715.046,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.72,11.26,0.15
23715.056,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.74,11.21,0.14
23715.066,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.76,11.18,0.14
23715.076,136.2501891,35.2910414,119.653,-8.18,-4.7,0.04,81.77,11.18,0.13
23715.087,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,81.78,11.2,0.12
23715.097,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,81.79,11.22,0.1
23715.107,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,81.81,11.21,0.08
23715.117,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,81.84,11.19,0.06
23715.127,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,81.86,11.19,0.01
23715.137,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,81.89,11.18,-0.03
23715.147,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,81.92,11.17,-0.05
23715.156,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,81.94,11.16,-0.08
23715.166,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,81.97,11.15,-0.09
23715.176,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,81.99,11.15,-0.11
23715.186,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,82.01,11.19,-0.12
23715.196,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,82.02,11.25,-0.15
23715.206,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,82.04,11.33,-0.19
23715.216,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,82.06,11.43,-0.24
23715.226,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,82.08,11.51,-0.28
23715.236,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,82.09,11.59,-0.32
23715.246,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,82.11,11.65,-0.35
23715.256,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,82.13,11.7,-0.37
23715.266,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,82.15,11.75,-0.4
23715.276,136.2501791,35.2910271,119.682,-7.99,-4.5,0.02,82.17,11.79,-0.43
23715.289,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.2,11.83,-0.45
23715.297,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.23,11.87,-0.47
23715.306,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.27,11.89,-0.5
23715.319,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.3,11.89,-0.52
23715.327,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.34,11.87,-0.55
23715.337,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.38,11.82,-0.57
23715.347,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.42,11.76,-0.6
23715.357,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.47,11.69,-0.64
23715.366,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.51,11.61,-0.67
23715.376,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.55,11.53,-0.7
23715.386,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.59,11.46,-0.72
23715.396,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.63,11.38,-0.74
23715.406,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.67,11.32,-0.74
23715.416,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.7,11.26,-0.74
23715.426,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.73,11.17,-0.74
23715.436,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.76,11.06,-0.74
23715.446,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.79,10.94,-0.75
23715.456,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.82,10.83,-0.78
23715.466,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.85,10.72,-0.82
23715.476,136.2501695,35.291013,119.728,-7.82,-4.37,0,82.89,10.63,-0.85
23715.487,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,82.93,10.57,-0.87
23715.497,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,82.98,10.52,-0.89
23715.509,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.02,10.42,-0.9
23715.517,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.07,10.3,-0.92
23715.527,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.12,10.2,-0.95
23715.542,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.17,10.11,-1.01
23715.547,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.22,10.04,-1.08
23715.559,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.27,9.96,-1.14
23715.567,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.32,9.85,-1.19
23715.577,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.38,9.72,-1.25
23715.586,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.43,9.58,-1.29
23715.597,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.49,9.42,-1.33
23715.606,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.54,9.25,-1.37
23715.616,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.6,9.07,-1.4
23715.626,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.66,8.88,-1.42
23715.638,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.71,8.69,-1.44
23715.646,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.77,8.48,-1.46
23715.656,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.84,8.26,-1.47
23715.666,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.9,8.03,-1.49
23715.676,136.2501599,35.2909992,119.68,-7.65,-4.39,0.03,83.96,7.77,-1.52
23715.689,136.2501513,35.2909855,119.665,-7.65,-4.39,0.03,84.03,7.51,-1.55
23715.697,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,84.1,7.26,-1.59
23715.707,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,84.16,7.02,-1.64
23715.717,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,84.23,6.8,-1.7
23715.727,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,84.3,6.59,-1.78
23715.737,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,84.37,6.39,-1.86
23715.747,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,84.45,6.21,-1.95
23715.757,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,84.52,6.05,-2.05
23715.766,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,84.6,5.9,-2.15
23715.776,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,84.68,5.78,-2.25
23715.786,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,84.76,5.69,-2.34
23715.797,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,84.84,5.63,-2.44
23715.806,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,84.92,5.56,-2.54
23715.816,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,85,5.49,-2.63
23715.826,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,85.09,5.4,-2.71
23715.836,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,85.18,5.31,-2.77
23715.846,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,85.27,5.21,-2.83
23715.856,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,85.37,5.09,-2.89
23715.866,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,85.46,4.96,-2.94
23715.876,136.2501513,35.2909855,119.665,-7.57,-3.99,0.08,85.56,4.83,-2.99
23715.887,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,85.66,4.7,-3.04
23715.897,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,85.76,4.58,-3.08
23715.907,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,85.86,4.47,-3.13
23715.919,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,85.96,4.39,-3.17
23715.927,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,86.06,4.33,-3.21
23715.937,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,86.17,4.27,-3.26
23715.949,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,86.27,4.2,-3.32
23715.958,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,86.39,4.08,-3.35
23715.966,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,86.5,3.92,-3.38
23715.976,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,86.62,3.71,-3.39
23715.986,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,86.74,3.54,-3.4
23715.996,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,86.87,3.43,-3.35
23716.006,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,86.98,3.41,-3.38
23716.016,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,87.09,3.36,-3.54
23716.026,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,87.21,3.29,-3.61
23716.036,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,87.33,3.28,-3.63
23716.046,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,87.46,3.3,-3.64
23716.056,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,87.58,3.32,-3.64
23716.066,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,87.71,3.26,-3.63
23716.077,136.2501428,35.2909722,119.618,-7.31,-3.91,0.17,87.85,3.18,-3.65
23716.087,136.2501342,35.2909589,119.365,-7.02,-3.92,0.33,87.99,3.08,-3.74
23716.097,136.2501342,35.2909589,119.365,-7.02,-3.92,0.33,88.13,2.99,-3.89
23716.109,136.2501342,35.2909589,119.365,-7.02,-3.92,0.33,88.28,2.87,-4.03
23716.117,136.2501342,35.2909589,119.365,-7.02,-3.92,0.33,88.43,2.63,-4.31
23716.127,136.2501342,35.2909589,119.365,-7.02,-3.92,0.33,88.6,2.33,-4.48
23716.139,136.2501342,35.2909589,119.365,-7.02,-3.92,0.33,88.76,2.08,-4.68
23716.147,136.2501342,35.2909589,119.365,-7.02,-3.92,0.33,88.91,1.92,-4.7
23716.156,136.2501342,35.2909589,119.365,-7.02,-3.92,0.33,89.04,1.74,-4.94
23716.166,136.2501342,35.2909589,119.365,-7.02,-3.92,0.33,89.23,1.46,-4.96
