# Time[msec],ラダー舵角[deg],エレベーター舵角[deg],加速度(X軸)[m/s^2],加速度(Y軸)[m/s^2],加速度(Z軸)[m/s^2],角速度(X軸)[deg/sec],角速度(Y軸)[deg/sec],角速度(Z軸)[deg/sec],荷重(2Hzローパス)[G],ロール[deg],ピッチ[deg],ヨー[deg],緯度[deg],経度[deg],進行角[deg],対地速度(北方向)[m/s],対地速度(東方向)[m/s],対地速度(下方向)[m/s],対地速度の大きさ[m/s],対気速度[m/s],AoA[deg],AoS[deg],気温[degC],動圧[Pa],大気圧[hPa],湿度[%],大気密度[kg/m^3],北方向風速[m/s],東方向風速[m/s],下方向風速[m/s],風速[m/s],高度[m]
56.55000000,0.71852272,-2.56315772,0.15542105,-0.01167415,9.73801729,1.10147144,-1.04901880,0.61391297,1.00485103,0.84338900,0.88845100,226.54000000,35.29180640,136.25085360,221.39310682,-7.63100000,-6.72600000,0.08300000,10.17200000,9.65233620,1.19740621,-7.77338603,36.43561603,51.69503264,998.43637468,55.26138639,1.10971872,3.01862163,-1.75352829,-0.05066212,3.49134712,0.81349075
56.60000000,0.69883874,-2.56310925,0.45781805,0.17294151,10.11331029,0.77011535,-1.32957255,1.88983585,1.00687520,0.84184413,0.92541098,226.50318189,35.29180640,136.25085360,221.39315372,-7.63096704,-6.72598204,0.08299126,10.17195550,9.62601215,0.97716630,-7.93356185,36.41309018,51.41676408,998.43585352,55.36416782,1.10979289,3.05055767,-1.74088994,-0.09391222,3.51360490,0.81891615
56.65000000,0.69883874,-2.48052919,0.20357207,-0.08232231,9.64999805,0.90149502,-0.81750665,1.56771519,1.00872893,0.81158295,0.99182031,226.46000000,35.29180076,136.25084761,221.40986801,-7.59343000,-6.69683373,0.07157246,10.12128050,9.63829985,1.11119004,-7.83417577,36.53086596,51.52624543,998.43791000,55.20522422,1.10932192,2.98822276,-1.77061236,-0.07030035,3.47411651,0.79660804
56.70000000,0.69883874,-2.31683072,0.54395045,0.18160660,10.08097958,0.47454837,-0.70808535,0.19644118,1.00986216,0.81261191,1.02380744,226.41000000,35.29179387,136.25084050,220.98649379,-7.64972605,-6.64664015,0.06569173,10.13630422,9.56665471,1.75901969,-7.30478672,36.49572245,50.77065689,998.43962600,55.23058643,1.10946900,2.99686182,-1.71242548,0.03879732,3.45182373,0.78212662
56.75000000,0.69883874,-2.22022175,0.24784412,0.00300375,9.79215795,-0.79240345,-0.77349868,-0.05268982,1.01059369,0.81316384,1.02483642,226.37000000,35.29179270,136.25083930,220.87766629,-7.66800000,-6.63700000,0.06500000,10.14200000,9.61708656,1.07983663,-6.74141478,36.51185366,51.30349695,998.44164971,55.34752380,1.10937436,2.90333340,-1.71732677,-0.07186653,3.37397701,0.76326127
56.80000000,0.69883874,-2.22012374,0.27975410,-0.00130907,9.98130118,-1.12388498,-0.72166498,0.53286616,1.01091668,0.81326500,1.02473600,226.33271617,35.29179067,136.25083719,220.80138802,-7.70857200,-6.65418675,0.06584525,10.18398075,9.81661522,1.00786798,-5.43062790,36.50689145,53.45658207,998.44130883,55.36389684,1.10938559,2.64924994,-1.75873686,-0.08192210,3.18094197,0.76650904
56.85000000,0.69698560,-2.30541629,0.15295079,0.05073340,9.89557272,-0.43201571,-0.43237979,1.58381106,1.01106549,0.81326500,1.02473600,226.29091798,35.29178550,136.25083180,220.60974963,-7.81200000,-6.69800000,0.06800000,10.29100000,9.90909675,2.78603545,-3.03719115,36.42885920,54.48679862,998.43924709,55.24744281,1.10975073,2.36077332,-1.57299585,0.22864408,2.84602261,0.78764105
56.90000000,0.67725051,-2.36910448,0.47526968,0.01453184,9.84720252,-0.56000000,-0.62999999,1.88999999,1.01107525,0.81333700,1.02470300,226.24000000,35.29178550,136.25083180,220.60974963,-7.81200000,-6.69800000,0.06800000,10.29100000,9.65154171,2.80083008,-2.48439026,36.45571136,51.68333435,998.44927980,55.24223709,1.10965276,2.42430962,-1.30583034,0.22488350,2.76279616,0.69578157
56.95000000,0.73723626,-2.55192801,0.34940024,-0.04121674,9.86831532,-0.30074074,-0.82926547,0.85296294,1.01089748,0.81348642,1.02454608,226.20000000,35.29177990,136.25082615,220.36376828,-7.76910000,-6.60355556,0.07165307,10.19880255,9.66868136,0.76632487,-3.04861060,36.44334892,51.86852024,998.45145697,55.33831095,1.10968377,2.44199752,-1.46545539,-0.12247789,2.85059857,0.67641671
57.00000000,0.71003558,-2.63140867,0.27356147,0.10638698,9.78926936,-0.64296295,0.04148148,0.80456788,1.01032352,0.81200030,1.05652998,226.16015414,35.29177306,136.25081879,220.60320374,-7.70086341,-6.60118519,0.09362500,10.14171007,9.66611492,1.84054362,-3.31052572,36.47202979,51.83759194,998.45066677,55.30801943,1.10956811,2.41317300,-1.49036834,0.03048140,2.83646450,0.68268572
57.05000000,0.70963565,-2.63441453,0.32905505,-0.01224211,9.97700820,-0.46605262,0.26666666,1.02958335,1.00917498,0.80324000,1.07026100,226.13327280,35.29177180,136.25081740,220.66200814,-7.68700000,-6.60300000,0.10000000,10.13400000,9.56697621,2.24688785,-4.50252642,36.46906281,50.78284517,998.45022860,55.24185562,1.10959578,2.62239169,-1.51237775,0.08529207,3.02844834,0.68675440
57.10000000,0.71483484,-2.63801484,0.19279184,0.09732900,9.86521658,0.19976608,-0.30567901,0.89962967,1.00760781,0.79651317,1.07185204,226.09276003,35.29177001,136.25081548,220.68991886,-7.70385185,-6.62400000,0.09559259,10.16044444,9.42785098,2.11640848,-5.33676656,36.46678811,49.31236701,998.45079660,55.22257021,1.10961621,2.82799251,-1.44447581,0.06331870,3.17617085,0.68167222
57.15000000,0.70363714,-2.66298090,0.43511432,-0.02666427,10.12217916,0.66629630,-1.11785301,0.17061729,1.00562774,0.78311775,1.07507553,226.05000000,35.29176490,136.25081000,220.76886829,-7.75200000,-6.68400000,0.08300000,10.23600000,9.40161492,1.72360293,-5.01321550,36.49428219,49.03407747,998.45227721,55.23545541,1.10949529,2.84061570,-1.33297803,0.01175891,3.13784421,0.66737430
57.20000000,0.76364827,-2.61497532,0.09204463,0.15444299,9.52521537,1.12000001,-1.04999995,1.47000003,1.00309804,0.78335918,1.07488912,226.02318189,35.29176490,136.25081000,220.76886829,-7.75200000,-6.68400000,0.08300000,10.23600000,9.44360828,0.84526367,-5.07716370,36.44235992,49.48333359,998.44836430,55.22697830,1.10971892,2.82225126,-1.37100437,-0.13213442,3.14041632,0.70450588
57.25000000,0.72363444,-2.67498625,0.39916845,-0.08585018,9.97951227,0.08296296,-0.07473958,1.53790120,1.00079426,0.78352000,1.07473500,225.99000000,35.29175931,136.25080394,220.93662412,-7.72512999,-6.70036552,0.09151418,10.22581481,9.60484714,1.06905925,-6.36181502,36.54620446,51.16715642,998.44609019,55.24013623,1.10925478,2.89349831,-1.60121060,-0.10702492,3.30872517,0.72189249
57.30000000,0.73328761,-2.67018392,0.29131511,0.04146741,9.54385220,0.06891304,-0.20740741,1.28074077,0.99842024,0.77452264,1.07682573,225.95482860,35.29175238,136.25079616,221.30123139,-7.70415977,-6.76856311,0.11062500,10.25462963,9.59054590,1.07068685,-5.64763896,36.52286416,51.01665334,998.44675249,55.36414020,1.10932732,2.77298834,-1.45760299,-0.12441738,3.13521139,0.71661160
57.35000000,0.75515088,-2.67087593,0.35874973,-0.05365609,10.03691268,0.53765645,0.01263447,1.19000006,0.99663664,0.76795584,1.08181963,225.92000000,35.29175110,136.25079470,221.39018265,-7.70100000,-6.78700000,0.11500000,10.26500000,9.52270103,1.39954755,-5.59447835,36.53211641,50.29757179,998.44626643,55.34338913,1.10929508,2.79158474,-1.37313226,-0.07490198,3.11192029,0.72073336
57.40000000,0.76364827,-2.68624813,0.25021982,-0.00789721,9.69209380,0.62910403,0.68265207,1.32608006,0.99507080,0.75089364,1.08227272,225.88271617,35.29174959,136.25079308,221.35724061,-7.70208000,-6.78008800,0.12018400,10.26111200,9.48727857,1.56877930,-5.98031415,36.53317108,49.92151786,998.44610634,55.23026992,1.10931477,2.85875002,-1.37813780,-0.05303438,3.17403971,0.72215320
57.45000000,0.76679925,-2.70893488,0.19565700,0.04417263,9.66809416,-0.73946687,0.89496298,1.77237931,0.99367042,0.72775991,1.08787075,225.84100000,35.29174410,136.25078720,221.23747047,-7.70600000,-6.75500000,0.13900000,10.24700000,9.49254751,0.86648911,-6.04162529,36.45615613,49.99889395,998.44923459,55.19662499,1.10966625,2.86203734,-1.40881382,-0.18817167,3.19553168,0.69617784
57.50000000,0.82831351,-2.73029979,0.41190967,-0.01934642,9.77285849,-1.18905704,-0.76429628,0.84319405,0.99244589,0.70062533,1.07995016,225.80000000,35.29174410,136.25078720,221.23747047,-7.70600000,-6.75500000,0.13900000,10.24700000,9.56673394,1.32250932,-5.48374328,36.46860685,50.77652541,998.45008599,55.25319205,1.10959657,2.73779153,-1.42099472,-0.10987571,3.08655166,0.68806265
57.55000000,0.79416484,-2.83071449,0.10183764,-0.03302101,9.54436572,0.01755412,-0.02819201,0.93392928,0.99100287,0.70454461,1.09320776,225.74000000,35.29173894,136.25078198,220.74661941,-7.70724680,-6.64019638,0.13811690,10.17370231,9.74789644,1.41161812,-5.32741796,36.47889709,52.71489794,998.45188658,55.37486773,1.10952059,2.61458835,-1.67207154,-0.09532072,3.10499300,0.67140225
57.60000000,0.77287375,-2.86412981,0.33272301,-0.03366455,9.82376710,1.06431578,-0.21216611,1.37628577,0.98966505,0.70341620,1.08603245,225.69271617,35.29173173,136.25077458,220.51392675,-7.77822054,-6.64649837,0.15143648,10.23118241,9.74779445,1.38705064,-4.81977944,36.50379428,52.70944272,998.45561691,55.34209147,1.10941984,2.60318172,-1.61460931,-0.11047311,3.06524430,0.63677019
57.65000000,0.73166851,-2.90718603,0.33085187,0.06010269,9.68660522,1.25999999,-0.34999999,1.53999996,0.98836715,0.70292042,1.09289950,225.63270270,35.29173000,136.25077280,220.43599436,-7.81200000,-6.65700000,0.15800000,10.26400000,9.65942609,1.26174534,-4.69377380,36.51178741,51.76239766,998.45672610,55.32005692,1.10939431,2.65816725,-1.51308450,-0.13933883,3.06181207,0.62645293
57.70000000,0.71149351,-2.96489645,0.48673107,0.03750834,9.73664558,1.06856425,-0.44135109,1.59469591,0.98775265,0.69630954,1.11762796,225.57000000,35.29172869,136.25077137,220.51704371,-7.79422382,-6.66090685,0.15604657,10.25306081,9.53790555,1.08117355,-4.76954651,36.51178741,50.46973664,998.45686271,55.33138429,1.10939268,2.70757640,-1.40780451,-0.17174147,3.05653049,0.62521332
57.75000000,0.76283433,-2.99798036,0.21572197,-0.04811515,9.75596908,0.28664563,-1.04434915,1.80154792,0.98849163,0.69336354,1.15280923,225.51000000,35.29172330,136.25076550,220.85273717,-7.72100000,-6.67700000,0.14800000,10.20800000,9.49267518,1.00796136,-4.80595357,36.51013925,49.98405094,998.45801477,55.37465381,1.10939433,2.65362903,-1.35030409,-0.18154670,2.98295614,0.61481112
57.80000000,0.74219427,-3.05458156,0.26030250,0.02184108,9.69753601,0.48373939,-1.45167584,1.33355254,0.99123990,0.69604496,1.16826981,225.44257852,35.29172330,136.25076550,220.85273717,-7.72100000,-6.67700000,0.14800000,10.20800000,9.49587156,1.31305237,-5.72933411,36.45785758,50.02859603,998.45958509,55.28866618,1.10964745,2.77274070,-1.42817847,-0.13565088,3.12188819,0.60221603
57.85000000,0.79907408,-3.07594421,0.31199508,0.07933153,9.73886841,0.54612040,-1.72936721,1.39156563,0.99604015,0.69486600,1.18080300,225.37141422,35.29171809,136.25076021,220.38524636,-7.76062047,-6.60136068,0.14862627,10.18865080,9.62153976,1.57133735,-3.86180339,36.42845971,51.37204291,998.45537361,55.32719731,1.10975382,2.47220645,-1.43685414,-0.09106765,2.86088236,0.64135265
57.90000000,0.77783652,-3.12436929,0.41692703,-0.10496802,9.75052874,0.61337078,-1.58045948,1.09374960,1.00207660,0.69863919,1.21965085,225.30000000,35.29171075,136.25075291,219.63025913,-7.87182980,-6.51914945,0.16260908,10.22026303,9.66413543,1.34138407,-3.69356628,36.46909418,51.81160205,998.45302565,55.41067718,1.10955462,2.52681103,-1.53282691,-0.14972297,2.95918051,0.66137520
57.95000000,0.78203401,-3.15960727,0.26980374,-0.04880191,9.85627339,0.51092999,-1.09635122,0.59605498,1.00910578,0.70594889,1.27476565,225.22000000,35.29170900,136.25075120,219.43078040,-7.90700000,-6.50200000,0.16900000,10.23700000,9.67298652,1.44087788,-3.55929810,36.51106707,51.89927301,998.45450202,55.42217293,1.10937051,2.53058136,-1.53971649,-0.14842323,2.96590599,0.64665787
58.00000000,0.80266701,-3.18922615,0.41001591,0.05056634,9.98204421,0.38816539,-0.72294475,0.47469591,1.01583558,0.70580200,1.32891900,225.14149049,35.29170765,136.25074981,219.47034533,-7.89469342,-6.50102329,0.16372575,10.22684219,9.66689898,1.88586477,-3.33651998,36.54135764,51.83002107,998.46037434,55.41117326,1.10924793,2.48246958,-1.50900753,-0.07686799,2.90614309,0.59241091
58.05000000,0.78852337,-3.26432852,0.37926135,-0.01201778,10.20887583,0.78108935,-0.57943612,0.69209193,1.02061974,0.70672071,1.38689338,225.07481513,35.29170210,136.25074410,219.63415027,-7.84400000,-6.49700000,0.14200000,10.18500000,9.61662605,1.97046570,-3.40547314,36.58034565,51.28353103,998.46404918,55.43441689,1.10907573,2.46158580,-1.47247518,-0.05129159,2.86883576,0.55782211
58.10000000,0.87118575,-3.37587018,0.28861196,-0.03108009,9.89323188,1.72020356,0.13498019,0.49152251,1.02258076,0.70571456,1.43650104,225.00000000,35.29170210,136.25074410,219.63415027,-7.84400000,-6.49700000,0.14200000,10.18500000,9.58618259,1.52976135,-3.32577223,36.54157610,50.96687260,998.46169564,55.43028607,1.10924433,2.45881288,-1.43417568,-0.13328727,2.84962913,0.58041298
58.15000000,0.82004766,-3.49892510,0.26634089,-0.01304845,9.97782372,2.04703848,0.09738312,1.09630939,1.02150494,0.70794436,1.49909889,224.92000000,35.29169661,136.25073876,218.89183705,-8.06920061,-6.50912619,0.14137327,10.36689280,9.32741338,1.54544777,-3.10471332,36.43881071,48.27694876,998.45904775,55.41755180,1.10969785,2.79238756,-1.18271506,-0.14009563,3.03576514,0.60769363
58.20000000,0.78978104,-3.58715324,0.48286996,-0.04779951,10.15292568,2.20980681,-0.66824443,0.55496002,1.01748504,0.70577711,1.57565423,224.85468422,35.29168930,136.25073158,218.70450499,-8.04892000,-6.44944000,0.13629807,10.31400000,9.32789681,1.50662305,-3.16198641,36.42633820,48.28031502,998.45609125,55.37240108,1.10976303,2.77343385,-1.24385857,-0.15387114,3.04348415,0.63490918
58.25000000,0.79392855,-3.59462264,0.21212787,0.04303300,9.77119591,2.09409671,-0.65741923,0.81245373,1.01166800,0.68911923,1.68102444,224.78190478,35.29168750,136.25072980,218.66329345,-8.01900000,-6.41600000,0.13400000,10.27000000,9.46367926,1.39300977,-3.49617496,36.43440055,49.69589714,998.45294166,55.40159605,1.10971634,2.70514989,-1.41527479,-0.18843589,3.05881460,0.66322844
58.30000000,0.79930456,-3.57892336,0.34064831,0.00193778,9.96409300,1.77749533,-0.29008098,2.17708674,1.00584675,0.65857800,1.80230800,224.71000000,35.29168624,136.25072852,218.75735042,-8.01566726,-6.43494400,0.13487704,10.27929659,9.55856451,1.38532878,-4.18228871,36.46819796,50.68830711,998.45101570,55.47691029,1.10953859,2.73510040,-1.53268085,-0.21227668,3.14244271,0.67964007
58.35000000,0.76485869,-3.57892336,0.13847134,0.01992850,9.62023869,1.64622494,-1.42359997,2.64150392,1.00171621,0.64132818,1.87937146,224.65000000,35.29168030,136.25072250,219.19724382,-8.00000000,-6.52400000,0.13900000,10.32300000,9.55508814,1.71902632,-5.06330687,36.49798505,50.64453505,998.45076163,55.47895356,1.10941047,2.83714178,-1.51663360,-0.17508365,3.22183259,0.68101031
58.40000000,0.80634085,-3.57892336,0.57007139,0.05806982,10.01345231,1.01843952,-1.53384687,2.99977066,1.00034339,0.63764911,1.96950700,224.58468422,35.29168030,136.25072250,219.19724382,-8.00000000,-6.52400000,0.13900000,10.32300000,9.59060606,1.81136512,-5.79231858,36.47183441,51.02823655,998.45703346,55.43357844,1.10954214,2.91227981,-1.60632123,-0.17611448,3.33056420,0.62492521
58.45000000,0.80689200,-3.57892336,0.31479017,0.04583536,9.73640247,0.59601500,-1.59464063,3.07535400,1.00212755,0.63718850,2.07014948,224.52105088,35.29167522,136.25071727,219.17519093,-7.95239047,-6.48007961,0.14934489,10.25793145,9.54254783,1.43321940,-6.08836528,36.40748805,50.53045737,998.46186803,55.43943867,1.10982917,2.92396179,-1.62968814,-0.26608357,3.35801079,0.58310079
58.50000000,0.70885821,-3.42988082,0.31810731,0.02970195,9.85558488,1.10095998,-1.66207997,2.71868407,1.00655793,0.64113317,2.16429762,224.45000000,35.29166816,136.25071008,219.11701803,-7.86078824,-6.39216709,0.14970400,10.13194737,9.60748079,2.12723633,-6.02444885,36.48096160,51.20599912,998.46321850,55.54841041,1.10948006,2.78024180,-1.76266167,-0.16717345,3.29615952,0.56851730
58.55000000,0.67295934,-3.33484455,0.53866158,-0.14235454,9.96453066,1.82720046,-1.61375198,1.80248951,1.01233735,0.65172648,2.22449852,224.39000000,35.29166640,136.25070830,219.09771344,-7.83400000,-6.36600000,0.14900000,10.09500000,9.62833347,2.22908528,-6.29491760,36.52224778,51.41837152,998.46332590,55.56017168,1.10929176,2.77064531,-1.82407396,-0.16024799,3.32105415,0.56623177
58.60000000,0.69883874,-3.33962301,0.54315759,0.10972641,10.05212881,1.96715988,-1.43365074,0.68910044,1.01798741,0.68932757,2.28663551,224.31468422,35.29166512,136.25070704,219.11190606,-7.85592593,-6.38704889,0.14777215,10.12517007,9.54458503,1.79229607,-6.62210769,36.49348708,50.53615892,998.46291953,55.49866858,1.10944460,2.87337153,-1.75376735,-0.24281748,3.37504433,0.57083236
58.65000000,0.69883874,-3.38271244,0.27163376,-0.03292886,9.95454421,1.59014067,-1.29285325,-0.18401984,1.02221199,0.69215239,2.34363546,224.24170797,35.29165910,136.25070110,219.17750349,-7.95900000,-6.48600000,0.14200000,10.26700000,9.44154936,2.09598766,-5.51750533,36.42901779,49.46061673,998.46133051,55.50596966,1.10971971,2.86644648,-1.46485372,-0.19359459,3.22487065,0.58729433
58.70000000,0.69883874,-3.38271244,0.35765765,-0.08898678,10.07084560,1.47787817,-0.59625101,-0.41747445,1.02393501,0.69879290,2.36324127,224.16000000,35.29165910,136.25070110,219.17750349,-7.95900000,-6.48600000,0.14200000,10.26700000,9.40142205,3.11213984,-4.69322980,36.52325626,49.02505986,998.45788325,55.49723713,1.10930718,2.76621378,-1.35130374,-0.02892940,3.07876556,0.61559013
58.75000000,0.64420802,-3.18447164,0.53668400,-0.12561647,10.05300599,1.40659056,-0.36742278,0.42913042,1.02300809,0.71221700,2.38029900,224.08000000,35.29165396,136.25069593,218.91677334,-8.02611486,-6.48013866,0.15803125,10.31846875,9.30417459,2.46300049,-5.23783874,36.50654220,48.01622017,998.45972981,55.59362221,1.10936015,2.94999732,-1.31806878,-0.15522742,3.23479289,0.59936211
58.80000000,0.63409648,-3.14780706,0.40789438,-0.00334411,9.97084188,1.70568285,-0.48100694,1.07472478,1.02024544,0.72124501,2.40995338,224.01000000,35.29164657,136.25068884,218.46228651,-8.06451926,-6.40614590,0.15039468,10.29743171,9.27269504,2.54501648,-4.67520302,36.47727868,47.69993047,998.46112296,55.52107231,1.10950796,2.92244242,-1.31095442,-0.13813736,3.20598707,0.58764776
58.85000000,0.65516405,-3.15291944,0.56383605,0.02988548,10.09506332,1.88999999,-0.56000000,1.19000006,1.01621251,0.72713421,2.42698214,223.93242636,35.29164460,136.25068700,218.27243347,-8.07000000,-6.36700000,0.14400000,10.27900000,9.29141093,2.51195577,-4.16041006,36.46906281,47.89096067,998.46136470,55.46654510,1.10955894,2.84038458,-1.31371155,-0.13882778,3.13255419,0.58571481
58.90000000,0.70575530,-3.20704443,0.43833721,0.06951840,9.84629177,1.79156249,-0.63656249,1.28843756,1.01183208,0.71445929,2.43021777,223.85000000,35.29164346,136.25068587,218.30387188,-8.07000000,-6.37418750,0.14634375,10.28337500,9.37387596,2.34121900,-3.91882258,36.46489048,48.74191042,998.46137425,55.46892928,1.10957533,2.75491949,-1.34786397,-0.16887452,3.07161802,0.58576045
58.95000000,0.72223442,-3.39300043,0.53815177,0.00210142,9.94650100,1.26275462,-1.04724532,1.80760422,1.00793777,0.71559468,2.43055426,223.78000000,35.29163730,136.25067980,218.47316923,-8.07000000,-6.41300000,0.15900000,10.30700000,9.44396538,2.96240552,-3.21121724,36.44398867,49.48330496,998.46140178,55.50341850,1.10965590,2.61499808,-1.29667584,-0.07810502,2.91987733,0.58617319
59.00000000,0.74023707,-3.46857277,0.32626049,-0.06945528,9.81916203,1.39724535,-0.91275465,1.20239589,1.00560205,0.71821567,2.43646752,223.71000000,35.29163730,136.25067980,218.47316923,-8.07000000,-6.41300000,0.15900000,10.30700000,9.48159944,3.17188083,-3.29564921,36.52351010,49.86190639,998.46022912,55.64468620,1.10926791,2.59908341,-1.33114894,-0.04436164,2.92047257,0.59429401
59.05000000,0.75824490,-3.51659630,0.44547993,-0.02275851,9.87005715,0.75031249,-1.24993748,1.66250001,1.00475855,0.72608622,2.43564050,223.64189670,35.29163218,136.25067486,218.37305397,-8.08024554,-6.39813866,0.14971875,10.30615625,9.38209102,2.00638123,-2.82380997,36.50260830,48.82604289,998.46473697,55.66663661,1.10936195,2.59706964,-1.21516056,-0.22579790,2.87617290,0.55405134
59.10000000,0.77472537,-3.54642503,0.41605052,-0.03222136,9.80126575,1.12601785,-1.80228397,1.48471681,1.00541434,0.73230200,2.48330800,223.58097000,35.29162457,136.25066786,217.80564473,-8.15358333,-6.32585423,0.14987153,10.31972454,9.41599890,1.96828512,-2.51227637,36.51509436,49.17696701,998.46447801,55.66415730,1.10930543,2.60439900,-1.28132294,-0.23972136,2.91241291,0.55600423
59.15000000,0.81427119,-3.54781383,0.55083658,0.05392795,9.96380067,1.74333395,-1.85467593,0.90085329,1.00691943,0.72825200,2.52055300,223.53000000,35.29162250,136.25066600,217.54559214,-8.18900000,-6.29400000,0.15100000,10.32800000,9.55367532,1.98481547,-2.78475952,36.51712258,50.62563685,998.46051982,55.67735863,1.10928732,2.59241051,-1.44885025,-0.24614062,2.97999069,0.59185831
59.20000000,0.84152563,-3.54987434,0.38614770,-0.09078400,9.86125032,1.71435082,-1.69093746,0.48289062,1.00832114,0.72721700,2.54263700,223.48000000,35.29162137,136.25066497,217.53879063,-8.17962500,-6.28525000,0.14568750,10.31534375,9.61828361,1.97479553,-3.14624970,36.49311626,51.31483338,998.45399335,55.70054885,1.10937618,2.59288086,-1.54413005,-0.24758235,3.02798048,0.65183882
59.25000000,0.78273608,-3.60499649,0.33278888,-0.06598931,9.88838001,0.59286244,-1.70598420,0.35666905,1.00916915,0.73290536,2.56398555,223.43117304,35.29161530,136.25065940,217.50176965,-8.12900000,-6.23800000,0.11700000,10.24700000,9.51673918,2.71314090,-2.19560534,36.48241425,50.23957242,998.44909786,55.67393789,1.10942800,2.47436988,-1.41748838,-0.09693430,2.85327458,0.69659543
59.30000000,0.76569280,-3.59405793,0.38589249,-0.16644748,9.93064406,0.35357808,0.49735000,0.69050756,1.00901392,0.73442700,2.56969400,223.38000000,35.29161530,136.25065940,217.50176965,-8.12900000,-6.23800000,0.11700000,10.24700000,9.45392753,1.62332209,-2.18042138,36.48241425,49.57907616,998.44915605,55.63229365,1.10943968,2.50887834,-1.36286697,-0.27765914,2.86861839,0.69606750
59.35000000,0.74471021,-3.54775244,0.47780834,-0.08333660,9.87509306,0.47422667,0.32911408,0.29594962,1.00786565,0.72568318,2.57100090,223.34000000,35.29161048,136.25065466,217.69847277,-8.07787526,-6.24294756,0.12524593,10.21653675,9.64633804,1.64153871,-1.52230756,36.51764464,51.61440413,998.44528236,55.63564214,1.10927510,2.25467789,-1.44633265,-0.28493163,2.69381450,0.73011579
59.40000000,0.79386448,-3.56318794,0.49074320,-0.11299266,9.88931558,1.14177229,0.28000000,0.31939185,1.00623352,0.66610005,2.57027132,223.30000000,35.29160306,136.25064796,217.36043279,-8.07958756,-6.16847467,0.11261422,10.15949434,9.64421280,2.32967773,-1.87306864,36.50913295,51.58814107,998.44571686,55.68709770,1.10929468,2.30496644,-1.55638337,-0.15677431,2.78563775,0.72643878
59.45000000,0.80568076,-3.57646910,0.40587647,-0.02209615,9.83052750,1.39608002,0.00896000,0.84616002,1.00418777,0.61559212,2.57086224,223.27307502,35.29160090,136.25064610,217.10492812,-8.08800000,-6.11800000,0.10300000,10.14100000,9.49054652,2.62663086,-2.16007385,36.49843597,49.96322106,998.45351440,55.69960556,1.10935881,2.44366604,-1.51238425,-0.09762937,2.87547236,0.65601739
59.50000000,0.76364827,-3.55701761,0.54209710,-0.04873341,9.84739509,1.25999999,-0.41276149,1.29917237,1.00230904,0.55192901,2.56761620,223.24000000,35.29159991,136.25064523,217.03099905,-8.08303467,-6.09786281,0.10010356,10.12500059,9.30989492,2.47708270,-2.15252502,36.49734678,48.07710673,998.46152262,55.68374931,1.10938468,2.54479369,-1.38615365,-0.11818430,2.90023523,0.58338534
59.55000000,0.76295661,-3.47810923,0.41337235,-0.07940452,9.68650039,1.27159407,0.06643259,1.03737576,1.00092622,0.49317659,2.59142777,223.20000000,35.29159370,136.25063980,216.56355492,-8.05200000,-5.97200000,0.08200000,10.02500000,9.21008061,2.80352033,-2.54946838,36.47980046,47.05437792,998.45985541,55.78197815,1.10942703,2.62465848,-1.46958549,-0.05147589,3.00851515,0.59906892
59.60000000,0.70327604,-3.24669464,0.49690436,-0.04743901,9.87631260,2.14452007,-0.20215999,0.91224002,0.99966097,0.45133413,2.63040667,223.17000000,35.29159370,136.25063980,216.56355492,-8.05200000,-5.97200000,0.08200000,10.02500000,8.96591174,2.82256103,-2.48623596,36.40171150,44.60809839,998.46161782,55.74977646,1.10978717,2.75964234,-1.26576599,-0.05502960,3.03657993,0.58555365
59.65000000,0.68244379,-2.85162099,0.64724488,-0.02239774,9.83500208,0.49607705,-0.03683555,0.95433681,0.99843860,0.41015488,2.67074290,223.13086232,35.29158879,136.25063493,217.29981700,-8.03859141,-6.12372504,0.09366380,10.10168711,8.92503146,2.27836761,-3.66209208,36.42893633,44.19421301,998.46353337,55.77274286,1.10966261,2.91826921,-1.18650768,-0.15874147,3.15425023,0.56731276
59.70000000,0.66201772,-2.75264930,0.38602144,-0.13601244,9.82965215,0.58506002,-0.54546076,1.07384840,0.99665402,0.36723836,2.66692634,223.10000000,35.29158148,136.25062795,217.48845955,-7.98692767,-6.12602963,0.10393027,10.06824919,8.98685408,2.08934814,-3.72170030,36.46501507,44.80603523,998.46676938,55.69734138,1.10952975,2.83875096,-1.23979080,-0.19807001,3.10400064,0.53680676
59.75000000,0.68605760,-2.75024579,0.42818490,-0.06863059,9.70749572,1.13904000,-0.86759815,0.84896000,0.99424987,0.31086571,2.66097932,223.06000000,35.29157940,136.25062600,217.47738783,-7.96400000,-6.10600000,0.10600000,10.03500000,8.99317552,2.39284180,-3.40111958,36.50340719,44.86373386,998.47002248,55.68381483,1.10936889,2.77018728,-1.23591016,-0.15090730,3.03713426,0.50606499
59.80000000,0.73625398,-2.78240486,0.49876000,-0.06635119,9.68155583,1.20702566,-0.55146218,0.48116693,0.99075123,0.29188400,2.64406800,223.02000000,35.29157845,136.25062512,217.46774125,-7.96118928,-6.10171700,0.10372466,10.03018162,8.94189971,2.87416297,-3.12893604,36.52335184,44.34771473,998.47018224,55.77329905,1.10925999,2.75799059,-1.17067670,-0.07035482,2.99698946,0.50397796
